user_id,country,frequency,monetary,recency_days,tenure_days,return_rate,user_segment
20075,Germany,1,11.4399995803833,1144,0,0.0,沉睡/低价值用户
75179,Japan,1,29.989999771118164,1144,0,1.0,沉睡/低价值用户
54953,France,1,25.0,1145,0,0.0,沉睡/低价值用户
7564,Spain,1,15.979999542236328,1145,0,0.0,沉睡/低价值用户
35883,China,1,20.3700008392334,1145,0,0.0,沉睡/低价值用户
96740,China,1,25.0,1146,0,0.0,沉睡/低价值用户
25934,France,1,24.5,1146,0,1.0,沉睡/低价值用户
66907,China,1,26.5,1147,0,0.0,沉睡/低价值用户
12390,United Kingdom,1,8.6899995803833,1148,0,0.0,沉睡/低价值用户
85500,Japan,1,25.0,1149,0,0.0,沉睡/低价值用户
49722,China,1,29.729999542236328,1149,0,0.0,沉睡/低价值用户
97666,Brazil,1,25.0,1150,0,0.0,沉睡/低价值用户
78603,China,1,16.899999618530273,1153,0,0.0,沉睡/低价值用户
98032,China,1,12.979999542236328,1154,0,0.0,沉睡/低价值用户
73962,Brazil,1,19.929999351501465,1155,0,0.0,沉睡/低价值用户
18370,France,1,19.979999542236328,1155,0,0.0,沉睡/低价值用户
87999,United States,1,11.199999809265137,1158,0,0.0,沉睡/低价值用户
45478,China,1,27.5,1159,0,0.0,沉睡/低价值用户
49886,Japan,1,28.5,1161,0,0.0,沉睡/低价值用户
83258,Brazil,1,31.5,1161,0,0.0,沉睡/低价值用户
19272,France,1,28.989999771118164,1161,0,0.0,沉睡/低价值用户
14896,Germany,1,25.0,1161,0,0.0,沉睡/低价值用户
78600,United States,1,12.0,1162,0,0.0,沉睡/低价值用户
93259,Germany,1,27.989999771118164,1162,0,0.0,沉睡/低价值用户
81898,China,1,18.420000076293945,1162,0,0.0,沉睡/低价值用户
78251,United States,1,30.0,1162,0,0.0,沉睡/低价值用户
9268,United States,1,23.989999771118164,1164,0,0.0,沉睡/低价值用户
4111,France,1,24.07999992370605,1164,0,0.0,沉睡/低价值用户
9351,China,1,19.989999771118164,1164,0,0.0,沉睡/低价值用户
71011,China,1,21.25,1166,0,0.0,沉睡/低价值用户
59851,China,1,21.989999771118164,1167,0,0.0,沉睡/低价值用户
70687,United States,1,29.0,1167,0,0.0,沉睡/低价值用户
33424,China,1,19.979999542236328,1168,0,0.0,沉睡/低价值用户
82965,China,1,11.989999771118164,1168,0,0.0,沉睡/低价值用户
95548,Australia,1,28.989999771118164,1171,0,0.0,沉睡/低价值用户
16822,China,1,31.96999931335449,1171,0,0.0,沉睡/低价值用户
84273,China,1,16.079999923706055,1172,0,0.0,沉睡/低价值用户
91746,Brazil,1,19.989999771118164,1172,0,1.0,沉睡/低价值用户
59520,South Korea,1,16.989999771118164,1172,0,0.0,沉睡/低价值用户
79017,China,1,21.950000762939453,1173,0,0.0,沉睡/低价值用户
20394,United States,1,22.0,1173,0,0.0,沉睡/低价值用户
37069,China,1,13.0,1174,0,0.0,沉睡/低价值用户
57007,United States,1,14.479999542236328,1175,0,0.0,沉睡/低价值用户
70853,United States,1,18.0,1176,0,0.0,沉睡/低价值用户
92788,United Kingdom,1,4.5,1177,0,0.0,沉睡/低价值用户
71060,China,1,16.969999313354492,1178,0,0.0,沉睡/低价值用户
11308,United States,1,29.5,1178,0,0.0,沉睡/低价值用户
98756,Australia,1,10.739999771118164,1180,0,0.0,沉睡/低价值用户
22892,China,1,18.6200008392334,1181,0,0.0,沉睡/低价值用户
34952,China,1,14.989999771118164,1181,0,1.0,沉睡/低价值用户
95541,China,1,14.989999771118164,1181,0,0.0,沉睡/低价值用户
47474,China,1,19.590000152587887,1182,0,0.0,沉睡/低价值用户
58241,United Kingdom,1,25.0,1183,0,0.0,沉睡/低价值用户
85906,China,1,16.0,1187,0,0.0,沉睡/低价值用户
89215,Germany,1,27.989999771118164,1187,0,0.0,沉睡/低价值用户
47116,China,1,33.150001525878906,1189,0,0.0,沉睡/低价值用户
65380,China,1,28.0,1190,0,0.0,沉睡/低价值用户
68734,China,1,32.5,1190,0,0.0,沉睡/低价值用户
33247,Australia,1,21.3799991607666,1190,0,0.0,沉睡/低价值用户
35370,France,1,26.959999084472656,1191,0,0.0,沉睡/低价值用户
37060,United States,1,13.899999618530272,1192,0,0.0,沉睡/低价值用户
83598,United Kingdom,1,19.989999771118164,1192,0,0.0,沉睡/低价值用户
5983,China,1,19.989999771118164,1192,0,1.0,沉睡/低价值用户
3261,Spain,1,12.0,1193,0,0.0,沉睡/低价值用户
31756,Belgium,1,29.5,1194,0,0.0,沉睡/低价值用户
71534,South Korea,1,32.0,1194,0,0.0,沉睡/低价值用户
70357,Brazil,1,18.950000762939453,1194,0,0.0,沉睡/低价值用户
45157,United States,1,26.989999771118164,1194,0,0.0,沉睡/低价值用户
76109,Brazil,1,25.700000762939453,1194,0,0.0,沉睡/低价值用户
33514,Spain,1,25.0,1195,0,0.0,沉睡/低价值用户
70459,United States,1,18.25,1195,0,0.0,沉睡/低价值用户
59140,South Korea,1,19.700000762939453,1195,0,0.0,沉睡/低价值用户
90295,China,1,25.0,1196,0,0.0,沉睡/低价值用户
80409,Australia,1,19.989999771118164,1196,0,1.0,沉睡/低价值用户
94830,United States,1,13.989999771118164,1197,0,0.0,沉睡/低价值用户
57139,United Kingdom,1,14.899999618530272,1199,0,0.0,沉睡/低价值用户
88613,Australia,1,28.0,1200,0,0.0,沉睡/低价值用户
12115,United States,1,13.989999771118164,1202,0,0.0,沉睡/低价值用户
35273,United States,1,19.989999771118164,1202,0,0.0,沉睡/低价值用户
43659,Brazil,1,30.950000762939453,1202,0,0.0,沉睡/低价值用户
15201,United States,1,33.0,1203,0,0.0,沉睡/低价值用户
74820,China,1,14.199999809265137,1204,0,0.0,沉睡/低价值用户
73704,China,1,23.0,1204,0,0.0,沉睡/低价值用户
72065,United Kingdom,1,13.989999771118164,1204,0,0.0,沉睡/低价值用户
47752,United States,1,22.0,1205,0,0.0,沉睡/低价值用户
49534,Brazil,1,8.720000267028809,1205,0,0.0,沉睡/低价值用户
97102,Spain,1,25.0,1206,0,0.0,沉睡/低价值用户
30585,Brazil,1,20.0,1206,0,0.0,沉睡/低价值用户
65837,China,1,32.459999084472656,1206,0,1.0,沉睡/低价值用户
24016,Brazil,1,12.43000030517578,1206,0,0.0,沉睡/低价值用户
43339,Belgium,1,13.0,1209,0,0.0,沉睡/低价值用户
49265,United States,1,26.989999771118164,1209,0,0.0,沉睡/低价值用户
72728,Australia,1,24.989999771118164,1210,0,0.0,沉睡/低价值用户
70349,China,1,13.109999656677246,1210,0,0.0,沉睡/低价值用户
59164,United States,1,16.280000686645508,1213,0,0.0,沉睡/低价值用户
70980,United States,1,7.739999771118163,1214,0,0.0,沉睡/低价值用户
52247,France,1,25.0,1214,0,0.0,沉睡/低价值用户
6997,United States,1,32.0,1215,0,1.0,沉睡/低价值用户
83549,Brazil,1,18.0,1215,0,1.0,沉睡/低价值用户
63704,China,1,16.079999923706055,1217,0,0.0,沉睡/低价值用户
95637,China,1,10.510000228881836,1217,0,0.0,沉睡/低价值用户
43262,United States,1,26.0,1217,0,0.0,沉睡/低价值用户
6667,United States,1,21.989999771118164,1224,0,0.0,沉睡/低价值用户
11711,Brazil,1,19.899999618530277,1226,0,0.0,沉睡/低价值用户
66363,China,1,15.0,1228,0,0.0,沉睡/低价值用户
42684,Spain,1,4.130000114440918,1228,0,0.0,沉睡/低价值用户
39609,Germany,1,29.0,1229,0,0.0,沉睡/低价值用户
10802,China,1,11.989999771118164,1232,0,0.0,沉睡/低价值用户
3021,France,1,20.989999771118164,1232,0,0.0,沉睡/低价值用户
99731,Brazil,1,32.9900016784668,1233,0,1.0,沉睡/低价值用户
81111,United States,1,27.899999618530277,1236,0,0.0,沉睡/低价值用户
51006,China,1,15.699999809265137,1237,0,0.0,沉睡/低价值用户
38458,Japan,1,19.989999771118164,1239,0,0.0,沉睡/低价值用户
57774,China,1,14.710000038146973,1239,0,0.0,沉睡/低价值用户
27163,Brazil,1,19.989999771118164,1239,0,0.0,沉睡/低价值用户
50276,China,1,26.899999618530277,1241,0,0.0,沉睡/低价值用户
26036,Germany,1,30.0,1243,0,0.0,沉睡/低价值用户
91701,United Kingdom,1,12.75,1243,0,0.0,沉睡/低价值用户
7882,China,1,16.989999771118164,1246,0,0.0,沉睡/低价值用户
2954,South Korea,1,14.989999771118164,1246,0,0.0,沉睡/低价值用户
7206,Germany,1,28.0,1247,0,0.0,沉睡/低价值用户
89429,Japan,1,9.920000076293944,1248,0,0.0,沉睡/低价值用户
79517,China,1,31.989999771118164,1248,0,0.0,沉睡/低价值用户
72715,China,1,29.989999771118164,1249,0,0.0,沉睡/低价值用户
55636,United States,1,12.0,1249,0,0.0,沉睡/低价值用户
35569,Brazil,1,13.0,1251,0,0.0,沉睡/低价值用户
69271,United States,1,19.989999771118164,1251,0,0.0,沉睡/低价值用户
80638,United States,1,28.0,1251,0,1.0,沉睡/低价值用户
6570,Spain,1,9.9399995803833,1251,0,0.0,沉睡/低价值用户
7049,China,1,18.989999771118164,1254,0,0.0,沉睡/低价值用户
50098,China,1,29.989999771118164,1254,0,0.0,沉睡/低价值用户
63939,United States,1,18.350000381469727,1256,0,0.0,沉睡/低价值用户
50453,China,1,13.220000267028809,1258,0,0.0,沉睡/低价值用户
98061,United States,1,29.989999771118164,1259,0,0.0,沉睡/低价值用户
20304,Brazil,1,25.0,1259,0,0.0,沉睡/低价值用户
53403,China,1,7.0,1259,0,1.0,沉睡/低价值用户
75889,France,1,27.96999931335449,1260,0,0.0,沉睡/低价值用户
63632,United States,1,19.989999771118164,1262,0,0.0,沉睡/低价值用户
65503,Brazil,1,26.5,1262,0,0.0,沉睡/低价值用户
23220,Brazil,1,22.0,1262,0,0.0,沉睡/低价值用户
62156,South Korea,1,9.989999771118164,1262,0,0.0,沉睡/低价值用户
66636,Belgium,1,29.989999771118164,1263,0,1.0,沉睡/低价值用户
95964,United Kingdom,1,11.760000228881836,1265,0,0.0,沉睡/低价值用户
99841,China,1,9.989999771118164,1265,0,0.0,沉睡/低价值用户
5380,United States,1,14.5,1267,0,0.0,沉睡/低价值用户
25021,Brazil,1,12.989999771118164,1267,0,0.0,沉睡/低价值用户
59136,United Kingdom,1,19.36000061035156,1268,0,0.0,沉睡/低价值用户
15181,United States,1,32.95000076293945,1269,0,0.0,沉睡/低价值用户
74731,South Korea,1,12.710000038146973,1270,0,0.0,沉睡/低价值用户
57105,China,1,20.950000762939453,1271,0,0.0,沉睡/低价值用户
34274,China,1,15.0,1272,0,0.0,沉睡/低价值用户
18130,United States,1,32.0,1272,0,0.0,沉睡/低价值用户
30400,Brazil,1,17.989999771118164,1272,0,0.0,沉睡/低价值用户
86411,United States,1,18.0,1273,0,0.0,沉睡/低价值用户
93106,United States,1,29.989999771118164,1275,0,0.0,沉睡/低价值用户
24474,United States,1,19.989999771118164,1275,0,0.0,沉睡/低价值用户
97082,Belgium,1,26.979999542236328,1276,0,0.0,沉睡/低价值用户
83714,United Kingdom,1,25.0,1277,0,0.0,沉睡/低价值用户
49370,France,1,33.0,1277,0,0.0,沉睡/低价值用户
43673,United States,1,25.0,1277,0,0.0,沉睡/低价值用户
13151,Spain,1,19.950000762939453,1278,0,0.0,沉睡/低价值用户
76488,Germany,1,24.0,1278,0,0.0,沉睡/低价值用户
42531,France,1,31.979999542236328,1278,0,0.0,沉睡/低价值用户
17492,Brazil,1,19.170000076293945,1280,0,0.0,沉睡/低价值用户
68892,South Korea,1,14.989999771118164,1281,0,0.0,沉睡/低价值用户
46673,Brazil,1,20.0,1283,0,0.0,沉睡/低价值用户
24587,South Korea,1,33.0,1285,0,0.0,沉睡/低价值用户
34652,China,1,12.989999771118164,1286,0,0.0,沉睡/低价值用户
77954,Spain,1,26.989999771118164,1286,0,0.0,沉睡/低价值用户
28785,United States,1,25.0,1286,0,0.0,沉睡/低价值用户
23814,Belgium,1,26.989999771118164,1287,0,0.0,沉睡/低价值用户
20891,China,1,13.010000228881836,1288,0,0.0,沉睡/低价值用户
82472,United States,1,19.950000762939453,1289,0,0.0,沉睡/低价值用户
20576,France,1,18.5,1290,0,0.0,沉睡/低价值用户
66171,South Korea,1,22.5,1290,0,0.0,沉睡/低价值用户
92644,United States,1,8.989999771118164,1290,0,0.0,沉睡/低价值用户
6953,China,1,25.899999618530277,1291,0,0.0,沉睡/低价值用户
35557,Brazil,1,19.989999771118164,1292,0,1.0,沉睡/低价值用户
76092,United Kingdom,1,8.75,1294,0,0.0,沉睡/低价值用户
2990,United States,1,9.989999771118164,1295,0,0.0,沉睡/低价值用户
72179,Brazil,1,21.989999771118164,1296,0,0.0,沉睡/低价值用户
67511,United States,1,23.18000030517578,1297,0,0.0,沉睡/低价值用户
56859,Germany,1,19.989999771118164,1300,0,0.0,沉睡/低价值用户
99610,China,1,2.990000009536743,1300,0,0.0,沉睡/低价值用户
84981,China,1,29.989999771118164,1300,0,0.0,沉睡/低价值用户
72118,Brazil,1,32.0,1301,0,0.0,沉睡/低价值用户
35852,China,1,25.0,1302,0,0.0,沉睡/低价值用户
15232,Spain,1,6.989999771118164,1303,0,1.0,沉睡/低价值用户
66127,United States,1,18.96999931335449,1304,0,0.0,沉睡/低价值用户
80972,Brazil,1,23.0,1305,0,0.0,沉睡/低价值用户
90187,United States,1,24.989999771118164,1305,0,0.0,沉睡/低价值用户
37506,Brazil,1,18.07999992370605,1306,0,0.0,沉睡/低价值用户
48250,China,1,25.0,1306,0,0.0,沉睡/低价值用户
34964,China,1,29.989999771118164,1306,0,0.0,沉睡/低价值用户
75593,South Korea,1,26.989999771118164,1308,0,0.0,沉睡/低价值用户
23267,France,1,22.069999694824215,1308,0,0.0,沉睡/低价值用户
95398,South Korea,1,25.0,1308,0,0.0,沉睡/低价值用户
31097,Spain,1,17.989999771118164,1308,0,0.0,沉睡/低价值用户
792,United States,1,7.949999809265136,1310,0,0.0,沉睡/低价值用户
12816,China,1,29.950000762939453,1310,0,0.0,沉睡/低价值用户
90883,China,1,14.960000038146973,1311,0,0.0,沉睡/低价值用户
18118,Germany,1,11.18000030517578,1312,0,0.0,沉睡/低价值用户
29667,Brazil,1,21.989999771118164,1312,0,0.0,沉睡/低价值用户
27060,China,1,25.0,1312,0,0.0,沉睡/低价值用户
63620,Spain,1,14.699999809265137,1315,0,1.0,沉睡/低价值用户
30812,Brazil,1,25.0,1316,0,0.0,沉睡/低价值用户
28922,United States,1,15.989999771118164,1316,0,1.0,沉睡/低价值用户
93033,United Kingdom,1,29.989999771118164,1316,0,0.0,沉睡/低价值用户
4160,Brazil,1,27.0,1316,0,0.0,沉睡/低价值用户
65099,China,1,19.989999771118164,1317,0,0.0,沉睡/低价值用户
64744,United States,1,22.989999771118164,1317,0,0.0,沉睡/低价值用户
1008,United States,1,5.690000057220459,1319,0,0.0,沉睡/低价值用户
90478,Brazil,1,17.989999771118164,1319,0,0.0,沉睡/低价值用户
54841,France,1,11.039999961853027,1320,0,0.0,沉睡/低价值用户
35028,China,1,3.990000009536743,1321,0,1.0,沉睡/低价值用户
77993,China,1,25.0,1321,0,0.0,沉睡/低价值用户
56324,South Korea,1,6.989999771118164,1321,0,0.0,沉睡/低价值用户
3589,Brazil,1,29.950000762939453,1321,0,0.0,沉睡/低价值用户
57623,Brazil,1,8.979999542236328,1323,0,0.0,沉睡/低价值用户
26938,China,1,8.699999809265137,1323,0,0.0,沉睡/低价值用户
35542,Brazil,1,23.0,1324,0,0.0,沉睡/低价值用户
42230,United States,1,12.630000114440918,1326,0,1.0,沉睡/低价值用户
35820,Spain,1,29.989999771118164,1329,0,0.0,沉睡/低价值用户
15978,China,1,4.849999904632568,1329,0,0.0,沉睡/低价值用户
96679,China,1,14.899999618530272,1332,0,1.0,沉睡/低价值用户
11369,China,1,25.0,1333,0,0.0,沉睡/低价值用户
71765,United States,1,32.95000076293945,1333,0,0.0,沉睡/低价值用户
77334,United Kingdom,1,14.0,1334,0,0.0,沉睡/低价值用户
53241,Japan,1,31.0,1335,0,0.0,沉睡/低价值用户
72680,United Kingdom,1,22.780000686645508,1338,0,0.0,沉睡/低价值用户
99427,China,1,29.989999771118164,1338,0,0.0,沉睡/低价值用户
49315,Brazil,1,24.0,1338,0,0.0,沉睡/低价值用户
81943,Germany,1,7.949999809265136,1341,0,0.0,沉睡/低价值用户
54501,United States,1,9.0,1342,0,0.0,沉睡/低价值用户
82874,Brazil,1,30.0,1343,0,0.0,沉睡/低价值用户
45924,Japan,1,27.0,1343,0,0.0,沉睡/低价值用户
8858,France,1,29.989999771118164,1343,0,0.0,沉睡/低价值用户
50147,Japan,1,19.899999618530277,1343,0,0.0,沉睡/低价值用户
20973,China,1,8.0,1345,0,0.0,沉睡/低价值用户
12048,Germany,1,21.049999237060547,1345,0,0.0,沉睡/低价值用户
62145,China,1,24.0,1345,0,0.0,沉睡/低价值用户
42661,Germany,1,10.989999771118164,1346,0,0.0,沉睡/低价值用户
93465,South Korea,1,25.0,1347,0,0.0,沉睡/低价值用户
69411,China,1,20.780000686645508,1347,0,0.0,沉睡/低价值用户
28173,Spain,1,29.57999992370605,1350,0,1.0,沉睡/低价值用户
77251,Brazil,1,29.270000457763672,1350,0,0.0,沉睡/低价值用户
92614,United States,1,15.279999732971191,1350,0,0.0,沉睡/低价值用户
54831,China,1,25.0,1350,0,0.0,沉睡/低价值用户
99458,United States,1,29.989999771118164,1356,0,0.0,沉睡/低价值用户
1875,South Korea,1,22.5,1357,0,1.0,沉睡/低价值用户
32755,United States,1,16.950000762939453,1358,0,1.0,沉睡/低价值用户
78637,France,1,25.0,1359,0,1.0,沉睡/低价值用户
18524,China,1,14.989999771118164,1361,0,0.0,沉睡/低价值用户
15002,China,1,26.989999771118164,1363,0,0.0,沉睡/低价值用户
80281,United States,1,24.0,1364,0,0.0,沉睡/低价值用户
22384,United States,1,13.949999809265137,1365,0,0.0,沉睡/低价值用户
74943,South Korea,1,14.0,1369,0,0.0,沉睡/低价值用户
47289,United States,1,7.130000114440918,1369,0,1.0,沉睡/低价值用户
20690,China,1,32.5,1370,0,0.0,沉睡/低价值用户
55086,China,1,27.979999542236328,1371,0,0.0,沉睡/低价值用户
42892,China,1,27.950000762939453,1372,0,0.0,沉睡/低价值用户
48529,China,1,25.0,1372,0,0.0,沉睡/低价值用户
25583,South Korea,1,6.289999961853027,1372,0,0.0,沉睡/低价值用户
25417,China,1,15.949999809265137,1375,0,1.0,沉睡/低价值用户
23496,United States,1,14.0,1377,0,0.0,沉睡/低价值用户
4337,China,1,27.449999809265137,1378,0,0.0,沉睡/低价值用户
3215,Spain,1,26.0,1380,0,0.0,沉睡/低价值用户
55148,China,1,8.720000267028809,1380,0,0.0,沉睡/低价值用户
91284,China,1,6.0,1380,0,0.0,沉睡/低价值用户
93934,China,1,32.0,1380,0,0.0,沉睡/低价值用户
16989,France,1,17.0,1381,0,0.0,沉睡/低价值用户
21437,France,1,7.0,1383,0,0.0,沉睡/低价值用户
52688,China,1,18.590000152587887,1383,0,0.0,沉睡/低价值用户
36436,United Kingdom,1,30.950000762939453,1384,0,0.0,沉睡/低价值用户
