cohort_month,months_since_signup,active_users,cohort_users,retention_rate
2019-07-01,10,2,80,0.025
2019-07-01,11,1,80,0.0125
2019-07-01,13,2,80,0.025
2019-07-01,14,3,80,0.0375
2019-07-01,15,1,80,0.0125
2019-07-01,17,1,80,0.0125
2019-07-01,19,3,80,0.0375
2019-07-01,20,2,80,0.025
2019-07-01,21,1,80,0.0125
2019-07-01,22,1,80,0.0125
2019-07-01,25,1,80,0.0125
2019-07-01,26,1,80,0.0125
2019-07-01,27,1,80,0.0125
2019-07-01,28,2,80,0.025
2019-07-01,29,1,80,0.0125
2019-07-01,30,2,80,0.025
2019-07-01,32,3,80,0.0375
2019-07-01,33,2,80,0.025
2019-07-01,36,1,80,0.0125
2019-07-01,38,4,80,0.05
2019-07-01,39,1,80,0.0125
2019-07-01,42,1,80,0.0125
2019-07-01,43,1,80,0.0125
2019-07-01,45,2,80,0.025
2019-07-01,46,1,80,0.0125
2019-07-01,47,1,80,0.0125
2019-07-01,48,2,80,0.025
2019-07-01,50,1,80,0.0125
2019-07-01,56,1,80,0.0125
2019-07-01,57,1,80,0.0125
2019-07-01,58,1,80,0.0125
2019-07-01,59,1,80,0.0125
2019-07-01,60,1,80,0.0125
2019-07-01,62,1,80,0.0125
2019-07-01,65,1,80,0.0125
2019-07-01,66,1,80,0.0125
2019-07-01,68,1,80,0.0125
2019-07-01,70,2,80,0.025
2019-07-01,72,2,80,0.025
2019-07-01,76,2,80,0.025
2019-07-01,77,1,80,0.0125
2019-07-01,78,1,80,0.0125
2019-07-01,79,1,80,0.0125
2019-07-01,80,1,80,0.0125
2019-07-01,81,1,80,0.0125
2019-07-01,83,3,80,0.0375
2019-07-01,84,3,80,0.0375
2019-08-01,0,115,115,1.0
2019-08-01,1,3,115,0.02608695652173913
2019-08-01,2,2,115,0.017391304347826087
2019-08-01,3,1,115,0.008695652173913044
2019-08-01,4,2,115,0.017391304347826087
2019-08-01,7,1,115,0.008695652173913044
2019-08-01,8,1,115,0.008695652173913044
2019-08-01,9,1,115,0.008695652173913044
2019-08-01,10,2,115,0.017391304347826087
2019-08-01,11,3,115,0.02608695652173913
2019-08-01,12,5,115,0.043478260869565216
2019-08-01,13,1,115,0.008695652173913044
2019-08-01,15,2,115,0.017391304347826087
2019-08-01,16,3,115,0.02608695652173913
2019-08-01,19,1,115,0.008695652173913044
2019-08-01,20,3,115,0.02608695652173913
2019-08-01,21,1,115,0.008695652173913044
2019-08-01,22,2,115,0.017391304347826087
2019-08-01,23,3,115,0.02608695652173913
2019-08-01,24,2,115,0.017391304347826087
2019-08-01,25,4,115,0.034782608695652174
2019-08-01,26,1,115,0.008695652173913044
2019-08-01,28,1,115,0.008695652173913044
2019-08-01,29,1,115,0.008695652173913044
2019-08-01,30,1,115,0.008695652173913044
2019-08-01,32,1,115,0.008695652173913044
2019-08-01,33,2,115,0.017391304347826087
2019-08-01,34,4,115,0.034782608695652174
2019-08-01,36,1,115,0.008695652173913044
2019-08-01,38,2,115,0.017391304347826087
2019-08-01,40,1,115,0.008695652173913044
2019-08-01,41,1,115,0.008695652173913044
2019-08-01,43,2,115,0.017391304347826087
2019-08-01,44,3,115,0.02608695652173913
2019-08-01,48,1,115,0.008695652173913044
2019-08-01,50,4,115,0.034782608695652174
2019-08-01,52,3,115,0.02608695652173913
2019-08-01,53,1,115,0.008695652173913044
2019-08-01,54,2,115,0.017391304347826087
2019-08-01,56,1,115,0.008695652173913044
2019-08-01,57,2,115,0.017391304347826087
2019-08-01,58,1,115,0.008695652173913044
2019-08-01,59,3,115,0.02608695652173913
2019-08-01,60,1,115,0.008695652173913044
2019-08-01,61,1,115,0.008695652173913044
2019-08-01,62,1,115,0.008695652173913044
2019-08-01,63,1,115,0.008695652173913044
2019-08-01,66,3,115,0.02608695652173913
2019-08-01,68,3,115,0.02608695652173913
2019-08-01,69,3,115,0.02608695652173913
2019-08-01,71,1,115,0.008695652173913044
2019-08-01,73,1,115,0.008695652173913044
2019-08-01,74,1,115,0.008695652173913044
2019-08-01,75,4,115,0.034782608695652174
2019-08-01,76,1,115,0.008695652173913044
2019-08-01,77,4,115,0.034782608695652174
2019-08-01,78,1,115,0.008695652173913044
2019-08-01,79,2,115,0.017391304347826087
2019-08-01,81,1,115,0.008695652173913044
2019-08-01,82,2,115,0.017391304347826087
2019-08-01,83,2,115,0.017391304347826087
2019-09-01,0,97,97,1.0
2019-09-01,1,5,97,0.05154639175257732
2019-09-01,2,1,97,0.010309278350515464
2019-09-01,3,1,97,0.010309278350515464
2019-09-01,5,2,97,0.020618556701030927
2019-09-01,7,2,97,0.020618556701030927
2019-09-01,9,2,97,0.020618556701030927
2019-09-01,10,1,97,0.010309278350515464
2019-09-01,12,2,97,0.020618556701030927
2019-09-01,15,3,97,0.030927835051546393
2019-09-01,16,1,97,0.010309278350515464
2019-09-01,17,1,97,0.010309278350515464
2019-09-01,18,1,97,0.010309278350515464
2019-09-01,19,2,97,0.020618556701030927
2019-09-01,20,1,97,0.010309278350515464
2019-09-01,21,1,97,0.010309278350515464
2019-09-01,22,2,97,0.020618556701030927
2019-09-01,25,1,97,0.010309278350515464
2019-09-01,27,1,97,0.010309278350515464
2019-09-01,31,2,97,0.020618556701030927
2019-09-01,32,1,97,0.010309278350515464
2019-09-01,33,1,97,0.010309278350515464
2019-09-01,34,2,97,0.020618556701030927
2019-09-01,35,2,97,0.020618556701030927
2019-09-01,36,1,97,0.010309278350515464
2019-09-01,39,2,97,0.020618556701030927
2019-09-01,41,1,97,0.010309278350515464
2019-09-01,43,2,97,0.020618556701030927
2019-09-01,46,4,97,0.041237113402061855
2019-09-01,47,1,97,0.010309278350515464
2019-09-01,48,1,97,0.010309278350515464
2019-09-01,49,1,97,0.010309278350515464
2019-09-01,51,1,97,0.010309278350515464
2019-09-01,53,1,97,0.010309278350515464
2019-09-01,54,1,97,0.010309278350515464
2019-09-01,57,2,97,0.020618556701030927
2019-09-01,58,1,97,0.010309278350515464
2019-09-01,60,3,97,0.030927835051546393
2019-09-01,61,2,97,0.020618556701030927
2019-09-01,62,1,97,0.010309278350515464
2019-09-01,63,1,97,0.010309278350515464
2019-09-01,64,1,97,0.010309278350515464
2019-09-01,65,2,97,0.020618556701030927
2019-09-01,69,3,97,0.030927835051546393
2019-09-01,70,2,97,0.020618556701030927
2019-09-01,72,1,97,0.010309278350515464
2019-09-01,73,2,97,0.020618556701030927
2019-09-01,79,1,97,0.010309278350515464
2019-09-01,82,1,97,0.010309278350515464
2019-10-01,0,106,106,1.0
2019-10-01,1,3,106,0.02830188679245283
2019-10-01,3,2,106,0.018867924528301886
2019-10-01,5,2,106,0.018867924528301886
2019-10-01,6,1,106,0.009433962264150943
2019-10-01,8,1,106,0.009433962264150943
2019-10-01,9,3,106,0.02830188679245283
2019-10-01,10,1,106,0.009433962264150943
2019-10-01,11,2,106,0.018867924528301886
2019-10-01,12,2,106,0.018867924528301886
2019-10-01,14,1,106,0.009433962264150943
2019-10-01,15,1,106,0.009433962264150943
2019-10-01,16,1,106,0.009433962264150943
2019-10-01,17,2,106,0.018867924528301886
2019-10-01,19,1,106,0.009433962264150943
2019-10-01,20,1,106,0.009433962264150943
2019-10-01,21,2,106,0.018867924528301886
2019-10-01,22,2,106,0.018867924528301886
2019-10-01,23,1,106,0.009433962264150943
2019-10-01,25,1,106,0.009433962264150943
2019-10-01,29,1,106,0.009433962264150943
2019-10-01,30,1,106,0.009433962264150943
2019-10-01,31,1,106,0.009433962264150943
2019-10-01,32,4,106,0.03773584905660377
2019-10-01,34,4,106,0.03773584905660377
2019-10-01,36,1,106,0.009433962264150943
2019-10-01,39,1,106,0.009433962264150943
2019-10-01,40,2,106,0.018867924528301886
2019-10-01,41,2,106,0.018867924528301886
2019-10-01,42,1,106,0.009433962264150943
2019-10-01,44,2,106,0.018867924528301886
2019-10-01,45,2,106,0.018867924528301886
2019-10-01,46,1,106,0.009433962264150943
2019-10-01,49,4,106,0.03773584905660377
2019-10-01,50,1,106,0.009433962264150943
2019-10-01,51,3,106,0.02830188679245283
2019-10-01,52,3,106,0.02830188679245283
2019-10-01,56,1,106,0.009433962264150943
2019-10-01,58,1,106,0.009433962264150943
2019-10-01,59,2,106,0.018867924528301886
2019-10-01,61,3,106,0.02830188679245283
2019-10-01,65,3,106,0.02830188679245283
2019-10-01,68,2,106,0.018867924528301886
2019-10-01,71,2,106,0.018867924528301886
2019-10-01,72,2,106,0.018867924528301886
2019-10-01,73,2,106,0.018867924528301886
2019-10-01,76,1,106,0.009433962264150943
2019-10-01,79,1,106,0.009433962264150943
2019-10-01,81,4,106,0.03773584905660377
2019-10-01,82,2,106,0.018867924528301886
2019-11-01,0,123,123,1.0
2019-11-01,1,4,123,0.032520325203252036
2019-11-01,2,1,123,0.008130081300813009
2019-11-01,3,2,123,0.016260162601626018
2019-11-01,4,1,123,0.008130081300813009
2019-11-01,6,1,123,0.008130081300813009
2019-11-01,7,2,123,0.016260162601626018
2019-11-01,10,2,123,0.016260162601626018
2019-11-01,11,1,123,0.008130081300813009
2019-11-01,12,2,123,0.016260162601626018
2019-11-01,13,1,123,0.008130081300813009
2019-11-01,14,2,123,0.016260162601626018
2019-11-01,15,1,123,0.008130081300813009
2019-11-01,16,3,123,0.024390243902439025
2019-11-01,17,2,123,0.016260162601626018
2019-11-01,22,2,123,0.016260162601626018
2019-11-01,23,2,123,0.016260162601626018
2019-11-01,26,2,123,0.016260162601626018
2019-11-01,28,1,123,0.008130081300813009
2019-11-01,29,1,123,0.008130081300813009
2019-11-01,30,3,123,0.024390243902439025
2019-11-01,31,5,123,0.04065040650406504
2019-11-01,32,1,123,0.008130081300813009
2019-11-01,33,1,123,0.008130081300813009
2019-11-01,35,1,123,0.008130081300813009
2019-11-01,36,2,123,0.016260162601626018
2019-11-01,38,2,123,0.016260162601626018
2019-11-01,39,1,123,0.008130081300813009
2019-11-01,41,1,123,0.008130081300813009
2019-11-01,42,3,123,0.024390243902439025
2019-11-01,43,1,123,0.008130081300813009
2019-11-01,45,1,123,0.008130081300813009
2019-11-01,46,1,123,0.008130081300813009
2019-11-01,47,1,123,0.008130081300813009
2019-11-01,48,4,123,0.032520325203252036
2019-11-01,52,1,123,0.008130081300813009
2019-11-01,53,2,123,0.016260162601626018
2019-11-01,54,2,123,0.016260162601626018
2019-11-01,55,1,123,0.008130081300813009
2019-11-01,57,2,123,0.016260162601626018
2019-11-01,58,1,123,0.008130081300813009
2019-11-01,59,2,123,0.016260162601626018
2019-11-01,60,1,123,0.008130081300813009
2019-11-01,61,1,123,0.008130081300813009
2019-11-01,64,1,123,0.008130081300813009
2019-11-01,65,1,123,0.008130081300813009
2019-11-01,66,2,123,0.016260162601626018
2019-11-01,67,2,123,0.016260162601626018
2019-11-01,68,2,123,0.016260162601626018
2019-11-01,69,2,123,0.016260162601626018
2019-11-01,70,2,123,0.016260162601626018
2019-11-01,71,1,123,0.008130081300813009
2019-11-01,72,2,123,0.016260162601626018
2019-11-01,74,1,123,0.008130081300813009
2019-11-01,75,2,123,0.016260162601626018
2019-11-01,76,2,123,0.016260162601626018
2019-11-01,77,3,123,0.024390243902439025
2019-11-01,78,4,123,0.032520325203252036
2019-12-01,0,133,133,1.0
2019-12-01,1,2,133,0.015037593984962405
2019-12-01,2,1,133,0.007518796992481203
2019-12-01,3,2,133,0.015037593984962405
2019-12-01,4,1,133,0.007518796992481203
2019-12-01,5,1,133,0.007518796992481203
2019-12-01,6,1,133,0.007518796992481203
2019-12-01,8,2,133,0.015037593984962405
2019-12-01,9,2,133,0.015037593984962405
2019-12-01,10,1,133,0.007518796992481203
2019-12-01,13,1,133,0.007518796992481203
2019-12-01,14,1,133,0.007518796992481203
2019-12-01,15,1,133,0.007518796992481203
2019-12-01,16,2,133,0.015037593984962405
2019-12-01,18,2,133,0.015037593984962405
2019-12-01,20,3,133,0.022556390977443608
2019-12-01,21,3,133,0.022556390977443608
2019-12-01,22,2,133,0.015037593984962405
2019-12-01,24,1,133,0.007518796992481203
2019-12-01,25,1,133,0.007518796992481203
2019-12-01,26,2,133,0.015037593984962405
2019-12-01,27,2,133,0.015037593984962405
2019-12-01,28,2,133,0.015037593984962405
2019-12-01,29,5,133,0.03759398496240601
2019-12-01,30,2,133,0.015037593984962405
2019-12-01,31,1,133,0.007518796992481203
2019-12-01,32,1,133,0.007518796992481203
2019-12-01,33,1,133,0.007518796992481203
2019-12-01,35,3,133,0.022556390977443608
2019-12-01,36,2,133,0.015037593984962405
2019-12-01,37,3,133,0.022556390977443608
2019-12-01,38,1,133,0.007518796992481203
2019-12-01,40,1,133,0.007518796992481203
2019-12-01,41,4,133,0.03007518796992481
2019-12-01,43,3,133,0.022556390977443608
2019-12-01,46,2,133,0.015037593984962405
2019-12-01,47,1,133,0.007518796992481203
2019-12-01,48,2,133,0.015037593984962405
2019-12-01,50,1,133,0.007518796992481203
2019-12-01,51,2,133,0.015037593984962405
2019-12-01,52,2,133,0.015037593984962405
2019-12-01,54,1,133,0.007518796992481203
2019-12-01,55,1,133,0.007518796992481203
2019-12-01,59,3,133,0.022556390977443608
2019-12-01,61,1,133,0.007518796992481203
2019-12-01,63,2,133,0.015037593984962405
2019-12-01,65,1,133,0.007518796992481203
2019-12-01,66,2,133,0.015037593984962405
2019-12-01,67,2,133,0.015037593984962405
2019-12-01,68,1,133,0.007518796992481203
2019-12-01,69,1,133,0.007518796992481203
2019-12-01,70,1,133,0.007518796992481203
2019-12-01,71,1,133,0.007518796992481203
2019-12-01,73,1,133,0.007518796992481203
2019-12-01,74,2,133,0.015037593984962405
2019-12-01,75,2,133,0.015037593984962405
2019-12-01,76,1,133,0.007518796992481203
2019-12-01,77,2,133,0.015037593984962405
2019-12-01,78,1,133,0.007518796992481203
2019-12-01,80,2,133,0.015037593984962405
2020-01-01,0,155,155,1.0
2020-01-01,1,2,155,0.012903225806451613
2020-01-01,2,2,155,0.012903225806451613
2020-01-01,3,2,155,0.012903225806451613
2020-01-01,4,5,155,0.03225806451612903
2020-01-01,5,1,155,0.0064516129032258064
2020-01-01,6,2,155,0.012903225806451613
2020-01-01,7,2,155,0.012903225806451613
2020-01-01,8,1,155,0.0064516129032258064
2020-01-01,9,3,155,0.01935483870967742
2020-01-01,10,1,155,0.0064516129032258064
2020-01-01,11,1,155,0.0064516129032258064
2020-01-01,12,1,155,0.0064516129032258064
2020-01-01,13,2,155,0.012903225806451613
2020-01-01,14,1,155,0.0064516129032258064
2020-01-01,17,1,155,0.0064516129032258064
2020-01-01,18,5,155,0.03225806451612903
2020-01-01,19,3,155,0.01935483870967742
2020-01-01,20,1,155,0.0064516129032258064
2020-01-01,21,3,155,0.01935483870967742
2020-01-01,22,1,155,0.0064516129032258064
2020-01-01,24,2,155,0.012903225806451613
2020-01-01,25,1,155,0.0064516129032258064
2020-01-01,26,1,155,0.0064516129032258064
2020-01-01,27,3,155,0.01935483870967742
2020-01-01,28,3,155,0.01935483870967742
2020-01-01,29,1,155,0.0064516129032258064
2020-01-01,30,2,155,0.012903225806451613
2020-01-01,31,1,155,0.0064516129032258064
2020-01-01,32,2,155,0.012903225806451613
2020-01-01,33,1,155,0.0064516129032258064
2020-01-01,34,1,155,0.0064516129032258064
2020-01-01,36,3,155,0.01935483870967742
2020-01-01,39,1,155,0.0064516129032258064
2020-01-01,40,2,155,0.012903225806451613
2020-01-01,41,3,155,0.01935483870967742
2020-01-01,42,1,155,0.0064516129032258064
2020-01-01,43,3,155,0.01935483870967742
2020-01-01,44,1,155,0.0064516129032258064
2020-01-01,45,3,155,0.01935483870967742
2020-01-01,46,1,155,0.0064516129032258064
2020-01-01,47,1,155,0.0064516129032258064
2020-01-01,48,1,155,0.0064516129032258064
2020-01-01,50,1,155,0.0064516129032258064
2020-01-01,51,1,155,0.0064516129032258064
2020-01-01,52,1,155,0.0064516129032258064
2020-01-01,53,1,155,0.0064516129032258064
2020-01-01,55,2,155,0.012903225806451613
2020-01-01,56,2,155,0.012903225806451613
2020-01-01,57,3,155,0.01935483870967742
2020-01-01,59,3,155,0.01935483870967742
2020-01-01,60,1,155,0.0064516129032258064
2020-01-01,61,1,155,0.0064516129032258064
2020-01-01,62,1,155,0.0064516129032258064
2020-01-01,63,1,155,0.0064516129032258064
2020-01-01,65,3,155,0.01935483870967742
2020-01-01,66,1,155,0.0064516129032258064
2020-01-01,67,1,155,0.0064516129032258064
2020-01-01,68,2,155,0.012903225806451613
2020-01-01,69,2,155,0.012903225806451613
2020-01-01,70,2,155,0.012903225806451613
2020-01-01,72,1,155,0.0064516129032258064
2020-01-01,74,2,155,0.012903225806451613
2020-01-01,75,3,155,0.01935483870967742
2020-01-01,76,5,155,0.03225806451612903
2020-01-01,78,2,155,0.012903225806451613
2020-02-01,0,150,150,1.0
2020-02-01,1,9,150,0.06
2020-02-01,2,2,150,0.013333333333333334
2020-02-01,4,1,150,0.006666666666666667
2020-02-01,5,1,150,0.006666666666666667
2020-02-01,6,2,150,0.013333333333333334
2020-02-01,7,1,150,0.006666666666666667
2020-02-01,9,3,150,0.02
2020-02-01,10,2,150,0.013333333333333334
2020-02-01,11,3,150,0.02
2020-02-01,12,2,150,0.013333333333333334
2020-02-01,13,2,150,0.013333333333333334
2020-02-01,14,3,150,0.02
2020-02-01,15,1,150,0.006666666666666667
2020-02-01,17,2,150,0.013333333333333334
2020-02-01,20,1,150,0.006666666666666667
2020-02-01,22,3,150,0.02
2020-02-01,23,1,150,0.006666666666666667
2020-02-01,24,2,150,0.013333333333333334
2020-02-01,25,1,150,0.006666666666666667
2020-02-01,27,1,150,0.006666666666666667
2020-02-01,28,1,150,0.006666666666666667
2020-02-01,29,1,150,0.006666666666666667
2020-02-01,31,2,150,0.013333333333333334
2020-02-01,34,6,150,0.04
2020-02-01,35,2,150,0.013333333333333334
2020-02-01,37,1,150,0.006666666666666667
2020-02-01,38,3,150,0.02
2020-02-01,39,2,150,0.013333333333333334
2020-02-01,40,2,150,0.013333333333333334
2020-02-01,43,3,150,0.02
2020-02-01,44,3,150,0.02
2020-02-01,46,2,150,0.013333333333333334
2020-02-01,47,1,150,0.006666666666666667
2020-02-01,49,5,150,0.03333333333333333
2020-02-01,50,1,150,0.006666666666666667
2020-02-01,51,2,150,0.013333333333333334
2020-02-01,52,1,150,0.006666666666666667
2020-02-01,53,3,150,0.02
2020-02-01,54,3,150,0.02
2020-02-01,55,1,150,0.006666666666666667
2020-02-01,57,2,150,0.013333333333333334
2020-02-01,58,3,150,0.02
2020-02-01,60,1,150,0.006666666666666667
2020-02-01,61,1,150,0.006666666666666667
2020-02-01,62,1,150,0.006666666666666667
2020-02-01,63,1,150,0.006666666666666667
2020-02-01,64,2,150,0.013333333333333334
2020-02-01,65,3,150,0.02
2020-02-01,66,1,150,0.006666666666666667
2020-02-01,68,4,150,0.02666666666666667
2020-02-01,69,1,150,0.006666666666666667
2020-02-01,70,2,150,0.013333333333333334
2020-02-01,71,4,150,0.02666666666666667
2020-02-01,72,2,150,0.013333333333333334
2020-02-01,73,3,150,0.02
2020-02-01,74,3,150,0.02
2020-02-01,75,2,150,0.013333333333333334
2020-02-01,76,1,150,0.006666666666666667
2020-02-01,77,1,150,0.006666666666666667
2020-02-01,78,3,150,0.02
2020-03-01,0,196,196,1.0
2020-03-01,1,10,196,0.05102040816326531
2020-03-01,2,1,196,0.00510204081632653
2020-03-01,3,1,196,0.00510204081632653
2020-03-01,4,1,196,0.00510204081632653
2020-03-01,5,3,196,0.015306122448979591
2020-03-01,6,1,196,0.00510204081632653
2020-03-01,7,3,196,0.015306122448979591
2020-03-01,8,4,196,0.02040816326530612
2020-03-01,10,2,196,0.01020408163265306
2020-03-01,11,3,196,0.015306122448979591
2020-03-01,12,1,196,0.00510204081632653
2020-03-01,14,3,196,0.015306122448979591
2020-03-01,15,2,196,0.01020408163265306
2020-03-01,16,3,196,0.015306122448979591
2020-03-01,17,3,196,0.015306122448979591
2020-03-01,18,1,196,0.00510204081632653
2020-03-01,20,3,196,0.015306122448979591
2020-03-01,21,3,196,0.015306122448979591
2020-03-01,24,2,196,0.01020408163265306
2020-03-01,25,2,196,0.01020408163265306
2020-03-01,26,3,196,0.015306122448979591
2020-03-01,27,3,196,0.015306122448979591
2020-03-01,28,1,196,0.00510204081632653
2020-03-01,29,1,196,0.00510204081632653
2020-03-01,30,2,196,0.01020408163265306
2020-03-01,31,3,196,0.015306122448979591
2020-03-01,32,3,196,0.015306122448979591
2020-03-01,33,6,196,0.030612244897959183
2020-03-01,34,2,196,0.01020408163265306
2020-03-01,35,1,196,0.00510204081632653
2020-03-01,36,2,196,0.01020408163265306
2020-03-01,37,3,196,0.015306122448979591
2020-03-01,38,1,196,0.00510204081632653
2020-03-01,39,3,196,0.015306122448979591
2020-03-01,40,1,196,0.00510204081632653
2020-03-01,41,1,196,0.00510204081632653
2020-03-01,42,5,196,0.025510204081632654
2020-03-01,43,1,196,0.00510204081632653
2020-03-01,44,2,196,0.01020408163265306
2020-03-01,46,4,196,0.02040816326530612
2020-03-01,47,1,196,0.00510204081632653
2020-03-01,48,3,196,0.015306122448979591
2020-03-01,49,2,196,0.01020408163265306
2020-03-01,50,1,196,0.00510204081632653
2020-03-01,51,1,196,0.00510204081632653
